""
"Богданов А."
"Неелова В.А."
"Бруснев"
"Krystufek Boris"
"Павлова С."
"Nuri Yigit, Ercument Colak"
"Капитонов ВИ"
"Сморкачева"
"Тимофеев"
"Павленко М.В., Кораблев В.П."
"Никаноров"
"Емельянов А.Ф."
"Ю. М. Ковальская, М.  В. Рутовская"
"Love D."
"Стогов И.А."
"Ващенок С. М."
"Толль Э.В."
"Маак"
"Борисенко А.В."
"Колымская экспедиция"
"Кривошеев"
"Турсунова Л.С."
"Емельченко Н."
"Голенищев Ф.Н.,Войта Л.Л."
"Тарасов О."
"Редькин Я. А. "
"МЕЩерский И.Г., Феоктистова Н."
"Сотников"
"Николаев В."
"Дорогой И.В."
"Попов."
"Волкова В."
"Шереметьев"
"Шереметьева"
"Аракчаа Л.К."
"Раджабли И.С."
"Богдарина"
"Малыгин В.М"
"Лукашин"
"Росина В."
"Серебренников"
"Огнев, Сапожников?"
"Лущекина А.А."
"Мильто К.Д."
"Беляева Н."
"Стекольников А.А."
"Чернявский"
"Роговин К. А."
"Войта Л."
"Мартино"
"Марин А.В."
"Малыгин В.М."
"Васильева"
"Фокин И.М."
"Рейхардт"
"Абрамсон Н.И., Генельт-Яновский Е.А."
"Бондарева О.В. Кристина"
"Снигиревская Е"
"Давыдова Ю.А.,Мухачева, Кшнясе"
"Дупал Т.А."
"Абрамов"
"Шефтель Б.И ."
"М.Н. Мейер"
"И.В. Моролдоев"
"Пузаченко А."
"Баженов Юрий"
"Романов."
"Абрамов А.В., Платонов В.В."
"Павлова С.В"
"Абрамов С.А., Лопатина Н.В."
"Редькин Я.А."
"Захаров Евгений"
"Оболенская Е. В."
"Третьяков"
"Подольский С.А."
"АЕ Зыков"
"н.П.Большакова, АВ Андреевских"
"Олейников А."
"Абрамова Е."
"Elena Buzan"
"Потехина"
"Шенброт"
"Гнездилов В.M."
"Ракитин С."
"Баженов Ю."
"Борисов"
"Ващенок С.М."
"Абрамсон"
"Куксин А.Н., Куулар А."
"Фейгин"
"Виноградов, Иванов"
"Бахтадзе Г."
"Осипова О."
"Розанов"
"Стрекалова В."
"Чаш Уран-Мерген"
"Кравченко А. Б."
"С. Петров"
"Ильиченко О."
"Черский И.Д."
"P.D.N.Herbert"
"Серебренников М.К."
"Давыдов Г.С."
"Golenishchev F.N."
"Пожидаева Н.В."
"Шереметьева, Картавцева"
"Н. М. Пржевальский"
"Родченкова е.Н., Мельников Д.А"
"Бёме"
"Пожидаева Наталья"
"Аникин В."
"William O. Pruitt"
"Черноусова Н.Ф."
"Ткаченко М."
"Попов С.В."
"Лисовский А.А."
"Millar J.S."
"Петрова Татьяна"
"Якимова  А.Е."
"Березовский"
"Радде Г."
"Павлов Е.Н."
"Куксин А.Н."
"Гамбарян П.П."
"Третьяков К."
"Неструев"
"Рябушинский Ф.П."
"Филатов"
"Станюкович М.К."
"Голенищев Ф.Н."
"Абрамов А.В., Платонов В.В., Т"
"Руднева Л."
"Кузнецов"
"Аоскольский"
"Пчелинцев В."
"Бурская В."
"Бодров"
"Иванов К.Б"
"Абрамсон, Петрова"
"Тувинская экспед. ЗИН"
"Родченкова Е.Н., Мельников Д.А"
"Картавцева И."
"Соколова Н.С."
"Курышев"
"Щипанов Н."
"Мухачева С.В."
"Петрова, Лисовский, Оболенская, Куксин, Двояшов"
"Сморкачева АВ"
"Чаш У-М. Г."
"Зуева К."
"Марочкина В.В"
"Романов А."
"Редькин Ярослав"
"Киттлиц"
"Графодатский А.С."
"Велицкий"
"Мейер"
"Голенищев Ф.Н., Войта Л.Л."
"Маликов В.Г., Голенищев Ф.Н."
"Ситникова Е."
"Парфенова Н.М."
"Стальмакова"
"Орлов"
"Юргенсон"
"Лебедев В."
"Кобяков А.С."
"Зыков А.Е."
"Апояц Л."
"Э. Эверсманн"
"Аршанова"
"Абрамов А.В."
"Давыдова А."
"Д. Тракквилевский"
"Снигиревская"
"Тарасов"
"Моролдоев Игорь"
"Иванов А.И."
"Маликов, Войта"
"Чабовский А. В."
"Кадетова"
"Скалон"
"Стрекаловская В."
"Формозов, Гептнер"
"Суров А.В., Тихонов И.А."
"Банникова А.А."
"Марочкина В.В."
"Бурская В.О."
"Банников"
"Бодров С.Ю., Лисовский А.А., О"
"Роговин К."
"Лисовский А.А., Банникова А.А."
"Хляп Л."
"Лопатина Н."
"Борисов Ю.М."
"Путинцев Н.И."
"Бубличенко А.Г."
"Сморкачева А"
"Марочкина  В.В."
"Долгов"
"Кузин А."
"Сидоров М.М."
"Абрамов С.А., Лопатина Н.В"
"Чибиряк М."
"Ермолаев"
"Фетисов"
"Суров А.В."
"Шефтель Б.И."
"Мельников Д.А."
"Лисовский А.А., Оболенская Е.В"
"Кержевская"
"Мамаев Н."
"Дорогостайский В.Ч."
"В.Я. Лаздин"
"Саблина С.А."
"T.L.Erwin"
"Н. И. Шингарев"
"J.S.Millar"
"Бодров С., Бондарева О. "
"Миронов А.Д."
"Тупикин Андрей"
"Люде"
"Бодров, Петрова, Турсунова, Куксин"
"Огуреева Г. Н. "
"Проскурина Н.С."
"Гилева Э.А."
"Маликов В.Г."
"Н.П.Большакова, АВ Андреевских"
"Олейников А.Ю."
"Суров А.В., Тихонов И.А., Лебе"
"Баженов Ю.А."
"Мещерский И.Г., Феоктистова Н."
"Горелов"
"Давыдова А"
"Северцов Н.А."
"Сморкачева А.В."
"Абрамсон Н.И."
"Никоноров Е.П."
"Ковальская Ю.М."
"Лисовский А.А.,"
"Чабовский А.В."
"Golenishchev F.N. and Malikov V.G. 2018"
"Бодров С.Ю., Петрова Т.В."
"Кириков"
"Бойко Н.С."
"Бодров, Бондарева, Васильева"
"Виноградов В."
"Соктин А."
"Phil Wibe"
"Неронов В.М."
"Иванов К.Б."
"Роборовский, Козлов"
"Некипелов"
"Паровщиков В."
"Чугунов Ю."
"Хляп Л. А."
"Эверсманн"
"Формозов"
"Пржевальский"
"Бром"
"? Golenishchev F.N."
"Бодров С. Ю."
"Попов  С.В."
"Krystufek B"
"Абрамов А.В., Лопатина Н.В., П"
"Голенищев, Моролдоев"
"Голенище, Зайцев"
"Стахеев В."
"Д. Траккилевский"
"Редькин, Сотников"
"unknown"
"Zorenko T.A."
"Зайцев М.В."
"Гайворонская Е.А."
"Зальберг"
"Опарин М."
"Докучаев Н.Е."
