collector_id,collection_id
79,1516
78,1517
71,1517
79,1517
78,1518
71,1518
79,1518
78,1519
71,1519
79,1519
78,1520
71,1520
79,1520
78,1521
71,1521
79,1521
78,1522
71,1522
79,1522
78,1523
71,1523
79,1523
78,1524
71,1524
79,1524
78,1525
71,1525
79,1525
78,1526
71,1526
79,1526
78,1527
71,1527
79,1527
78,1528
71,1528
79,1528
78,1530
71,1530
79,1530
78,1531
71,1531
79,1531
78,1532
71,1532
79,1532
78,1533
71,1533
79,1533
78,1534
71,1534
79,1534
78,1535
71,1535
79,1535
78,1536
71,1536
79,1536
78,1537
71,1537
79,1537
78,1538
71,1538
79,1538
78,1539
71,1539
79,1539
78,1540
71,1540
79,1540
78,1541
71,1541
79,1541
78,1542
71,1542
79,1542
78,1543
71,1543
79,1543
78,1544
71,1544
79,1544
78,1545
71,1545
79,1545
78,1546
71,1546
79,1546
80,1547
80,1548
80,1549
80,1550
80,1551
80,1552
80,1553
80,1554
80,1555
80,1556
80,1557
80,1558
80,1559
80,1560
80,1561
80,1562
80,1563
80,1564
80,1565
80,1566
80,1567
80,1568
80,1569
80,1570
80,1571
80,1572
80,1573
80,1574
80,1575
80,1576
80,1577
78,1578
71,1578
79,1578
78,1579
71,1579
79,1579
78,1580
71,1580
79,1580
78,1581
71,1581
79,1581
78,1582
71,1582
79,1582
78,1583
71,1583
79,1583
78,1584
71,1584
79,1584
78,1585
71,1585
79,1585
78,1586
71,1586
79,1586
78,1587
71,1587
79,1587
78,1588
71,1588
79,1588
78,1589
71,1589
79,1589
78,1590
71,1590
79,1590
78,1591
71,1591
79,1591
78,1592
71,1592
79,1592
78,1593
71,1593
79,1593
78,1594
71,1594
79,1594
78,1595
71,1595
79,1595
78,1596
71,1596
79,1596
78,1597
71,1597
79,1597
78,1598
71,1598
79,1598
78,1599
71,1599
79,1599
78,1600
71,1600
79,1600
78,1601
71,1601
79,1601
78,1602
71,1602
79,1602
78,1603
71,1603
79,1603
78,1604
71,1604
79,1604
78,1605
71,1605
79,1605
78,1606
71,1606
79,1606
78,1607
71,1607
79,1607
78,1608
71,1608
79,1608
78,1609
71,1609
79,1609
78,1610
71,1610
79,1610
78,1611
71,1611
79,1611
78,1612
71,1612
79,1612
78,1613
71,1613
79,1613
78,1614
71,1614
79,1614
78,1615
71,1615
79,1615
78,1616
71,1616
79,1616
78,1617
71,1617
79,1617
78,1618
71,1618
79,1618
78,1619
71,1619
79,1619
78,1620
71,1620
79,1620
78,1621
71,1621
79,1621
78,1622
71,1622
79,1622
78,1623
71,1623
79,1623
78,1624
71,1624
79,1624
78,1625
71,1625
79,1625
78,1626
71,1626
79,1626
78,1627
71,1627
79,1627
78,1628
71,1628
79,1628
78,1629
71,1629
79,1629
78,1630
71,1630
79,1630
78,1631
71,1631
79,1631
78,1632
71,1632
79,1632
78,1633
71,1633
79,1633
78,1634
71,1634
79,1634
78,1635
71,1635
79,1635
78,1636
71,1636
79,1636
78,1637
71,1637
79,1637
78,1638
71,1638
79,1638
78,1639
71,1639
79,1639
78,1640
71,1640
79,1640
78,1641
71,1641
79,1641
78,1642
71,1642
79,1642
78,1643
71,1643
79,1643
78,1644
71,1644
79,1644
78,1645
71,1645
79,1645
78,1646
71,1646
79,1646
78,1647
71,1647
79,1647
78,1648
71,1648
79,1648
78,1649
71,1649
79,1649
78,1650
71,1650
79,1650
78,1651
71,1651
79,1651
78,1652
71,1652
79,1652
78,1653
71,1653
79,1653
78,1654
71,1654
79,1654
78,1655
71,1655
79,1655
78,1656
71,1656
79,1656
78,1657
71,1657
79,1657
78,1658
71,1658
79,1658
78,1659
71,1659
79,1659
78,1660
71,1660
79,1660
78,1661
71,1661
79,1661
78,1662
71,1662
79,1662
78,1663
71,1663
79,1663
78,1664
71,1664
79,1664
78,1665
71,1665
79,1665
78,1666
71,1666
79,1666
78,1667
71,1667
79,1667
78,1668
71,1668
79,1668
78,1669
71,1669
79,1669
78,1670
71,1670
79,1670
78,1671
71,1671
79,1671
78,1672
71,1672
79,1672
78,1673
71,1673
79,1673
78,1674
71,1674
79,1674
78,1675
71,1675
79,1675
78,1676
71,1676
79,1676
78,1677
71,1677
79,1677
78,1678
71,1678
79,1678
78,1679
71,1679
79,1679
78,1680
71,1680
79,1680
78,1681
71,1681
79,1681
78,1682
71,1682
79,1682
78,1683
71,1683
79,1683
78,1684
71,1684
79,1684
78,1685
71,1685
79,1685
78,1686
71,1686
79,1686
78,1687
71,1687
79,1687
78,1688
71,1688
79,1688
78,1689
71,1689
79,1689
78,1690
71,1690
79,1690
78,1691
71,1691
79,1691
78,1692
71,1692
79,1692
78,1693
71,1693
79,1693
78,1694
71,1694
79,1694
78,1695
71,1695
79,1695
78,1696
71,1696
79,1696
78,1697
71,1697
79,1697
78,1698
71,1698
79,1698
78,1699
71,1699
79,1699
78,1700
71,1700
79,1700
78,1701
71,1701
79,1701
78,1702
71,1702
79,1702
78,1703
71,1703
79,1703
78,1704
71,1704
79,1704
78,1705
71,1705
79,1705
78,1706
71,1706
79,1706
80,1707
80,1708
80,1709
80,1710
80,1711
78,1712
71,1712
79,1712
78,1713
71,1713
79,1713
78,1714
71,1714
79,1714
78,1715
71,1715
79,1715
78,1716
71,1716
79,1716
78,1717
71,1717
79,1717
78,1718
71,1718
79,1718
78,1719
71,1719
79,1719
78,1720
71,1720
79,1720
78,1721
71,1721
79,1721
78,1722
71,1722
79,1722
78,1723
71,1723
79,1723
78,1724
71,1724
79,1724
78,1725
71,1725
79,1725
78,1726
71,1726
79,1726
78,1727
71,1727
79,1727
78,1728
71,1728
79,1728
78,1729
71,1729
79,1729
78,1730
71,1730
79,1730
78,1731
71,1731
79,1731
78,1732
71,1732
79,1732
78,1733
71,1733
79,1733
78,1734
71,1734
79,1734
78,1735
71,1735
79,1735
78,1736
71,1736
79,1736
78,1737
71,1737
79,1737
78,1738
71,1738
79,1738
78,1739
71,1739
79,1739
78,1740
71,1740
79,1740
78,1741
71,1741
79,1741
78,1742
71,1742
79,1742
78,1743
71,1743
79,1743
78,1744
71,1744
79,1744
78,1745
71,1745
79,1745
78,1746
71,1746
79,1746
78,1747
71,1747
79,1747
78,1748
71,1748
79,1748
78,1749
71,1749
79,1749
78,1750
71,1750
79,1750
78,1751
71,1751
79,1751
78,1752
71,1752
79,1752
78,1753
71,1753
79,1753
78,1754
71,1754
79,1754
78,1755
71,1755
79,1755
78,1756
71,1756
79,1756
78,1757
71,1757
79,1757
78,1758
71,1758
79,1758
78,1759
71,1759
79,1759
78,1760
71,1760
79,1760
78,1761
71,1761
79,1761
78,1762
71,1762
79,1762
78,1763
71,1763
79,1763
78,1764
71,1764
79,1764
78,1765
71,1765
79,1765
78,1766
71,1766
79,1766
78,1767
71,1767
79,1767
78,1768
71,1768
79,1768
78,1769
71,1769
79,1769
78,1770
71,1770
79,1770
78,1771
71,1771
79,1771
78,1772
71,1772
79,1772
78,1773
71,1773
79,1773
78,1774
71,1774
79,1774
78,1775
71,1775
79,1775
78,1776
71,1776
79,1776
78,1777
71,1777
79,1777
78,1778
71,1778
79,1778
78,1779
71,1779
79,1779
78,1780
71,1780
79,1780
78,1781
71,1781
79,1781
78,1782
71,1782
79,1782
78,1783
71,1783
79,1783
78,1784
71,1784
79,1784
78,1785
71,1785
79,1785
78,1786
71,1786
79,1786
78,1787
71,1787
79,1787
78,1788
71,1788
79,1788
78,1789
71,1789
79,1789
78,1790
71,1790
79,1790
78,1791
71,1791
79,1791
78,1792
71,1792
79,1792
78,1793
71,1793
79,1793
78,1794
71,1794
79,1794
78,1796
71,1796
79,1796
78,1797
71,1797
79,1797
78,1798
71,1798
79,1798
78,1799
71,1799
79,1799
78,1800
71,1800
79,1800
78,1801
71,1801
79,1801
78,1802
71,1802
79,1802
78,1803
71,1803
79,1803
78,1804
71,1804
79,1804
78,1805
71,1805
79,1805
78,1806
71,1806
79,1806
78,1807
71,1807
79,1807
78,1808
71,1808
79,1808
78,1809
71,1809
79,1809
78,1810
71,1810
79,1810
78,1811
71,1811
79,1811
78,1812
71,1812
79,1812
78,1813
71,1813
79,1813
78,1814
71,1814
79,1814
78,1815
71,1815
79,1815
28,1816
14,1817
46,1818
46,1819
46,1820
46,1821
46,1822
46,1823
57,1824
57,1825
78,1826
71,1826
79,1826
78,1827
71,1827
79,1827
78,1828
71,1828
79,1828
78,1829
71,1829
79,1829
78,1830
71,1830
79,1830
78,1831
71,1831
79,1831
78,1832
71,1832
79,1832
78,1834
71,1834
79,1834
78,1835
71,1835
79,1835
78,1836
71,1836
79,1836
78,1837
71,1837
79,1837
78,1838
71,1838
79,1838
78,1839
71,1839
79,1839
78,1840
71,1840
79,1840
78,1841
71,1841
79,1841
78,1842
71,1842
79,1842
78,1843
71,1843
79,1843
78,1844
71,1844
79,1844
78,1845
71,1845
79,1845
78,1846
71,1846
79,1846
78,1847
71,1847
79,1847
78,1848
71,1848
79,1848
78,1849
71,1849
79,1849
78,1850
71,1850
79,1850
78,1851
71,1851
79,1851
78,1852
71,1852
79,1852
78,1853
71,1853
79,1853
78,1854
71,1854
79,1854
78,1855
71,1855
79,1855
78,1856
71,1856
79,1856
78,1857
71,1857
79,1857
78,1858
71,1858
79,1858
78,1859
71,1859
79,1859
78,1860
71,1860
79,1860
78,1861
71,1861
79,1861
78,1862
71,1862
79,1862
78,1863
71,1863
79,1863
78,1864
71,1864
79,1864
78,1865
71,1865
79,1865
78,1866
71,1866
79,1866
78,1867
71,1867
79,1867
78,1868
71,1868
79,1868
78,1869
71,1869
79,1869
78,1870
71,1870
79,1870
78,1871
71,1871
79,1871
78,1872
71,1872
79,1872
78,1873
71,1873
79,1873
78,1874
71,1874
79,1874
78,1875
71,1875
79,1875
78,1876
71,1876
79,1876
78,1877
71,1877
79,1877
78,1878
71,1878
79,1878
78,1879
71,1879
79,1879
78,1880
71,1880
79,1880
78,1881
71,1881
79,1881
78,1882
71,1882
79,1882
78,1883
71,1883
79,1883
78,1884
71,1884
79,1884
78,1885
71,1885
79,1885
78,1886
71,1886
79,1886
78,1887
71,1887
79,1887
78,1888
71,1888
79,1888
78,1889
71,1889
79,1889
78,1890
71,1890
79,1890
78,1891
71,1891
79,1891
78,1892
71,1892
79,1892
78,1893
71,1893
79,1893
78,1894
71,1894
79,1894
78,1895
71,1895
79,1895
78,1896
71,1896
79,1896
78,1897
71,1897
79,1897
78,1898
71,1898
79,1898
78,1899
71,1899
79,1899
78,1900
71,1900
79,1900
78,1901
71,1901
79,1901
78,1902
71,1902
79,1902
78,1903
71,1903
79,1903
78,1904
71,1904
79,1904
81,1905
81,1906
81,1907
82,1908
82,1909
82,1910
82,1911
82,1912
82,1913
82,1914
82,1915
82,1916
82,1917
82,1918
82,1919
82,1920
82,1921
67,1922
67,1923
67,1924
83,1925
83,1926
83,1927
83,1928
83,1929
84,1930
42,1931
75,1932
75,1933
75,1934
75,1935
75,1936
75,1937
75,1938
75,1939
75,1940
75,1941
75,1942
75,1943
75,1944
75,1945
75,1946
75,1947
75,1948
75,1949
75,1950
75,1951
75,1952
75,1953
75,1954
75,1955
75,1956
75,1957
75,1958
75,1959
75,1960
7,1961
8,1961
7,1962
8,1962
7,1963
8,1963
7,1964
8,1964
7,1965
8,1965
7,1966
8,1966
7,1967
8,1967
7,1968
8,1968
7,1969
8,1969
7,1970
8,1970
7,1971
8,1971
7,1972
8,1972
7,1973
8,1973
7,1974
8,1974
7,1975
8,1975
7,1976
8,1976
7,1977
8,1977
7,1978
8,1978
7,1979
8,1979
7,1980
8,1980
7,1981
8,1981
7,1982
8,1982
7,1983
8,1983
7,1984
8,1984
7,1985
8,1985
7,1986
8,1986
7,1987
8,1987
7,1988
8,1988
7,1989
8,1989
7,1990
8,1990
7,1991
8,1991
7,1992
8,1992
7,1993
8,1993
7,1994
8,1994
7,1995
8,1995
7,1996
8,1996
7,1997
8,1997
7,1998
8,1998
7,1999
8,1999
7,2000
8,2000
7,2001
8,2001
85,2002
86,2003
86,2004
87,2005
86,2006
86,2007
86,2008
86,2009
86,2010
88,2011
76,2012
76,2013
76,2014
88,2015
88,2016
76,2017
88,2018
88,2019
11,2020
11,2021
11,2022
11,2023
11,2024
11,2025
11,2026
11,2027
11,2028
11,2029
11,2030
11,2031
11,2032
11,2033
11,2034
11,2035
53,2036
80,2037
15,2038
15,2039
15,2040
15,2041
15,2042
15,2043
15,2044
15,2045
15,2046
15,2047
15,2048
15,2049
15,2050
15,2051
15,2052
15,2053
15,2054
15,2055
15,2056
15,2057
15,2058
15,2059
15,2060
15,2061
15,2062
15,2063
15,2064
15,2065
15,2066
15,2067
15,2068
15,2069
15,2070
15,2071
15,2072
15,2073
15,2074
53,2075
53,2076
56,2077
53,2078
89,2079
89,2080
89,2081
89,2082
89,2083
89,2084
